Geography,Geographic area,Geographic area,Total population
Ohio,"Ohio - Monroe township, Muskingum County","Monroe township, Muskingum County",541
Ohio,"Ohio - Monroe township, Perry County","Monroe township, Perry County",1508
Ohio,"Ohio - Monroe township, Pickaway County","Monroe township, Pickaway County",1234
Ohio,"Ohio - Monroe township, Preble County","Monroe township, Preble County",2258
Ohio,"Ohio - Monroe township, Putnam County","Monroe township, Putnam County",2131
Ohio,"Ohio - Monroe township, Richland County","Monroe township, Richland County",2723
Ohio,"Ohio - Monterey township, Putnam County","Monterey township, Putnam County",2068
Ohio,"Ohio - Montgomery township, Ashland County","Montgomery township, Ashland County",2700
Ohio,"Ohio - Montgomery city, Hamilton County","Montgomery city, Hamilton County",10251
Ohio,"Ohio - Montgomery township, Marion County","Montgomery township, Marion County",2330
Ohio,"Ohio - Montgomery township, Wood County","Montgomery township, Wood County",4230
Ohio,"Ohio - Montpelier village, Williams County","Montpelier village, Williams County",4072
Ohio,"Ohio - Montville township, Geauga County","Montville township, Geauga County",1991(r47619)
Ohio,"Ohio - Montville township, Medina County","Montville township, Medina County",11185
Ohio,"Ohio - Moorefield township, Clark County","Moorefield township, Clark County",12436
Ohio,"Ohio - Moorefield township, Harrison County","Moorefield township, Harrison County",403
Ohio,"Ohio - Moraine city, Montgomery County","Moraine city, Montgomery County",6307
Ohio,"Ohio - Moreland Hills village, Cuyahoga County","Moreland Hills village, Cuyahoga County",3320
Ohio,"Ohio - Morgan township, Ashtabula County","Morgan township, Ashtabula County",2170
Ohio,"Ohio - Morgan township, Butler County","Morgan township, Butler County",5515
Ohio,"Ohio - Morgan township, Gallia County","Morgan township, Gallia County",1404
Ohio,"Ohio - Morgan township, Knox County","Morgan township, Knox County",1085
Ohio,"Ohio - Morgan township, Morgan County","Morgan township, Morgan County",2562
Ohio,"Ohio - Morgan township, Scioto County","Morgan township, Scioto County",2520
Ohio,"Ohio - Morris township, Knox County","Morris township, Knox County",2049
Ohio,"Ohio - Moulton township, Auglaize County","Moulton township, Auglaize County",1694
Ohio,"Ohio - Mount Healthy city, Hamilton County","Mount Healthy city, Hamilton County",6098
Ohio,"Ohio - Mount Pleasant township, Jefferson County","Mount Pleasant township, Jefferson County",2368
Ohio,"Ohio - Mount Vernon city, Knox County","Mount Vernon city, Knox County",16990
Ohio,"Ohio - Muhlenberg township, Pickaway County","Muhlenberg township, Pickaway County",901
Ohio,"Ohio - Munroe Falls city, Summit County","Munroe Falls city, Summit County",5012
Ohio,"Ohio - Munson township, Geauga County","Munson township, Geauga County",6621(r47625)
Ohio,"Ohio - Muskingum township, Muskingum County","Muskingum township, Muskingum County",4520
Ohio,"Ohio - Muskingum township, Washington County","Muskingum township, Washington County",4461
Ohio,"Ohio - Napoleon township, Henry County","Napoleon township, Henry County",9796
Ohio,"Ohio - Neave township, Darke County","Neave township, Darke County",2330
Ohio,"Ohio - Nelson township, Portage County","Nelson township, Portage County",3148
Ohio,"Ohio - Newark city, Licking County","Newark city, Licking County",47573
Ohio,"Ohio - Newark township, Licking County","Newark township, Licking County",1967
Ohio,"Ohio - Newberry township, Miami County","Newberry township, Miami County",6449
Ohio,"Ohio - New Boston village, Scioto County","New Boston village, Scioto County",2272
Ohio,"Ohio - Newburgh Heights village, Cuyahoga County","Newburgh Heights village, Cuyahoga County",2167
Ohio,"Ohio - Newbury township, Geauga County","Newbury township, Geauga County",5537(r47645)
Ohio,"Ohio - Newcastle township, Coshocton County","Newcastle township, Coshocton County",475
Ohio,"Ohio - New Franklin city, Summit County","New Franklin city, Summit County",14227
Ohio,"Ohio - New Haven township, Huron County","New Haven township, Huron County",2621
Ohio,"Ohio - New Jasper township, Greene County","New Jasper township, Greene County",2568
Ohio,"Ohio - New London township, Huron County","New London township, Huron County",3268
Ohio,"Ohio - New Lyme township, Ashtabula County","New Lyme township, Ashtabula County",1116
Ohio,"Ohio - New Market township, Highland County","New Market township, Highland County",1888
Ohio,"Ohio - New Middletown village, Mahoning County","New Middletown village, Mahoning County",1621
Ohio,"Ohio - New Philadelphia city, Tuscarawas County","New Philadelphia city, Tuscarawas County",17288
Ohio,"Ohio - Newport township, Washington County","Newport township, Washington County",1988
Ohio,"Ohio - New Russia township, Lorain County","New Russia township, Lorain County",2515
Ohio,"Ohio - Newton township, Licking County","Newton township, Licking County",3219
Ohio,"Ohio - Newton township, Miami County","Newton township, Miami County",3399
Ohio,"Ohio - Newton township, Muskingum County","Newton township, Muskingum County",5373
Ohio,"Ohio - Newton township, Pike County","Newton township, Pike County",1958
Ohio,"Ohio - Newton township, Trumbull County","Newton township, Trumbull County",8875
Ohio,"Ohio - Newtown village, Hamilton County","Newtown village, Hamilton County",2672
Ohio,"Ohio - Nile township, Scioto County","Nile township, Scioto County",2388
Ohio,"Ohio - Nimishillen township, Stark County","Nimishillen township, Stark County",9652
Ohio,"Ohio - Noble township, Auglaize County","Noble township, Auglaize County",1716
Ohio,"Ohio - Noble township, Defiance County","Noble township, Defiance County",6326
Ohio,"Ohio - Noble township, Noble County","Noble township, Noble County",2118
Ohio,"Ohio - North township, Harrison County","North township, Harrison County",1717
Ohio,"Ohio - North Bloomfield township, Morrow County","North Bloomfield township, Morrow County",1863
Ohio,"Ohio - North College Hill city, Hamilton County","North College Hill city, Hamilton County",9397
Ohio,"Ohio - Northfield village, Summit County","Northfield village, Summit County",3677
Ohio,"Ohio - Northfield Center township, Summit County","Northfield Center township, Summit County",5839
Ohio,"Ohio - North Kingsville village, Ashtabula County","North Kingsville village, Ashtabula County",2923
Ohio,"Ohio - North Olmsted city, Cuyahoga County","North Olmsted city, Cuyahoga County",32718
Ohio,"Ohio - North Randall village, Cuyahoga County","North Randall village, Cuyahoga County",1027
Ohio,"Ohio - North Ridgeville city, Lorain County","North Ridgeville city, Lorain County",29465
Ohio,"Ohio - North Royalton city, Cuyahoga County","North Royalton city, Cuyahoga County",30444
Ohio,"Ohio - Northwest township, Williams County","Northwest township, Williams County",1236
Ohio,"Ohio - Northwood city, Wood County","Northwood city, Wood County",5265
Ohio,"Ohio - Norton city, Wayne County","Norton city, Wayne County",4
Ohio,"Ohio - Norton city, Summit County","Norton city, Summit County",12081
Ohio,"Ohio - Norwalk city, Huron County","Norwalk city, Huron County",17012
Ohio,"Ohio - Norwalk township, Huron County","Norwalk township, Huron County",3591
Ohio,"Ohio - Norwich township, Franklin County","Norwich township, Franklin County",31807
Ohio,"Ohio - Norwich township, Huron County","Norwich township, Huron County",1070
Ohio,"Ohio - Norwood city, Hamilton County","Norwood city, Hamilton County",19207
Ohio,"Ohio - Nottingham township, Harrison County","Nottingham township, Harrison County",324
Ohio,"Ohio - Oak Run township, Madison County","Oak Run township, Madison County",528
Ohio,"Ohio - Oakwood village, Cuyahoga County","Oakwood village, Cuyahoga County",3667
Ohio,"Ohio - Oakwood city, Montgomery County","Oakwood city, Montgomery County",9202
Ohio,"Ohio - Oberlin city, Lorain County","Oberlin city, Lorain County",8286
Ohio,"Ohio - Ohio township, Clermont County","Ohio township, Clermont County",5192
Ohio,"Ohio - Ohio township, Gallia County","Ohio township, Gallia County",1126
Ohio,"Ohio - Ohio township, Monroe County","Ohio township, Monroe County",1004
Ohio,"Ohio - Olive township, Meigs County","Olive township, Meigs County",1798
Ohio,"Ohio - Olive township, Noble County","Olive township, Noble County",5852
Ohio,"Ohio - Oliver township, Adams County","Oliver township, Adams County",1319
Ohio,"Ohio - Olmsted township, Cuyahoga County","Olmsted township, Cuyahoga County",13513
Ohio,"Ohio - Olmsted Falls city, Cuyahoga County","Olmsted Falls city, Cuyahoga County",9024
Ohio,"Ohio - Orange township, Ashland County","Orange township, Ashland County",2523
Ohio,"Ohio - Orange township, Carroll County","Orange township, Carroll County",1339
Ohio,"Ohio - Orange village, Cuyahoga County","Orange village, Cuyahoga County",3323
Ohio,"Ohio - Orange township, Delaware County","Orange township, Delaware County",26269
Ohio,"Ohio - Orange township, Hancock County","Orange township, Hancock County",1348
Ohio,"Ohio - Orange township, Meigs County","Orange township, Meigs County",1072
Ohio,"Ohio - Orange township, Shelby County","Orange township, Shelby County",1245
Ohio,"Ohio - Orangeville village, Trumbull County","Orangeville village, Trumbull County",197
Ohio,"Ohio - Oregon city, Lucas County","Oregon city, Lucas County",20291
Ohio,"Ohio - Orwell township, Ashtabula County","Orwell township, Ashtabula County",3106
Ohio,"Ohio - Osnaburg township, Stark County","Osnaburg township, Stark County",5616
Ohio,"Ohio - Ottawa township, Putnam County","Ottawa township, Putnam County",7845
Ohio,"Ohio - Ottawa Hills village, Lucas County","Ottawa Hills village, Lucas County",4517
Ohio,"Ohio - Oxford township, Butler County","Oxford township, Butler County",23661
Ohio,"Ohio - Oxford township, Coshocton County","Oxford township, Coshocton County",1527
Ohio,"Ohio - Oxford township, Delaware County","Oxford township, Delaware County",987
Ohio,"Ohio - Oxford township, Erie County","Oxford township, Erie County",1201
Ohio,"Ohio - Oxford township, Guernsey County","Oxford township, Guernsey County",809
Ohio,"Ohio - Oxford township, Tuscarawas County","Oxford township, Tuscarawas County",4964
Ohio,"Ohio - Painesville city, Lake County","Painesville city, Lake County",19563
Ohio,"Ohio - Painesville township, Lake County","Painesville township, Lake County",20399
Ohio,"Ohio - Paint township, Fayette County","Paint township, Fayette County",1975
Ohio,"Ohio - Paint township, Highland County","Paint township, Highland County",4585
Ohio,"Ohio - Paint township, Holmes County","Paint township, Holmes County",4134
Ohio,"Ohio - Paint township, Madison County","Paint township, Madison County",556
Ohio,"Ohio - Paint township, Ross County","Paint township, Ross County",1363
Ohio,"Ohio - Paint township, Wayne County","Paint township, Wayne County",3209
Ohio,"Ohio - Palmer township, Putnam County","Palmer township, Putnam County",1129
Ohio,"Ohio - Palmer township, Washington County","Palmer township, Washington County",566
Ohio,"Ohio - Palmyra township, Portage County","Palmyra township, Portage County",2919
Ohio,"Ohio - Paris township, Portage County","Paris township, Portage County",1744
Ohio,"Ohio - Paris township, Stark County","Paris township, Stark County",5728
Ohio,"Ohio - Paris township, Union County","Paris township, Union County",23645
Ohio,"Ohio - Parkman township, Geauga County","Parkman township, Geauga County",4131(r47662)
Ohio,"Ohio - Parma city, Cuyahoga County","Parma city, Cuyahoga County",81601
Ohio,"Ohio - Parma Heights city, Cuyahoga County","Parma Heights city, Cuyahoga County",20718
Ohio,"Ohio - Pataskala city, Licking County","Pataskala city, Licking County",14962
Ohio,"Ohio - Patterson township, Darke County","Patterson township, Darke County",1365
Ohio,"Ohio - Paulding township, Paulding County","Paulding township, Paulding County",4022
Ohio,"Ohio - Paxton township, Ross County","Paxton township, Ross County",2116
Ohio,"Ohio - Pease township, Belmont County","Pease township, Belmont County",14309
Ohio,"Ohio - Pebble township, Pike County","Pebble township, Pike County",2553
Ohio,"Ohio - Pee Pee township, Pike County","Pee Pee township, Pike County",7886
Ohio,"Ohio - Penfield township, Lorain County","Penfield township, Lorain County",1789
Ohio,"Ohio - Penn township, Highland County","Penn township, Highland County",1409
Ohio,"Ohio - Penn township, Morgan County","Penn township, Morgan County",715
Ohio,"Ohio - Pepper Pike city, Cuyahoga County","Pepper Pike city, Cuyahoga County",5979
Ohio,"Ohio - Perkins township, Erie County","Perkins township, Erie County",12202
Ohio,"Ohio - Perry township, Allen County","Perry township, Allen County",3531
Ohio,"Ohio - Perry township, Ashland County","Perry township, Ashland County",1990
Ohio,"Ohio - Perry township, Brown County","Perry township, Brown County",4735
Ohio,"Ohio - Perry township, Carroll County","Perry township, Carroll County",996
Ohio,"Ohio - Perry township, Columbiana County","Perry township, Columbiana County",16850
Ohio,"Ohio - Perry township, Coshocton County","Perry township, Coshocton County",711
Ohio,"Ohio - Perry township, Fayette County","Perry township, Fayette County",1041
Ohio,"Ohio - Perry township, Franklin County","Perry township, Franklin County",3637
Ohio,"Ohio - Perry township, Gallia County","Perry township, Gallia County",1595
Ohio,"Ohio - Perry township, Hocking County","Perry township, Hocking County",2560
Ohio,"Ohio - Perry township, Lake County","Perry township, Lake County",8999
Ohio,"Ohio - Perry township, Lawrence County","Perry township, Lawrence County",6973
Ohio,"Ohio - Perry township, Licking County","Perry township, Licking County",1603
Ohio,"Ohio - Perry township, Logan County","Perry township, Logan County",992
Ohio,"Ohio - Perry township, Mahoning County","Perry township, Mahoning County",4
Ohio,"Ohio - Perry township, Monroe County","Perry township, Monroe County",451
Ohio,"Ohio - Perry township, Montgomery County","Perry township, Montgomery County",5999
Ohio,"Ohio - Perry township, Morrow County","Perry township, Morrow County",1942
Ohio,"Ohio - Perry township, Muskingum County","Perry township, Muskingum County",2621
Ohio,"Ohio - Perry township, Pickaway County","Perry township, Pickaway County",1328
Ohio,"Ohio - Perry township, Pike County","Perry township, Pike County",1026
Ohio,"Ohio - Perry township, Putnam County","Perry township, Putnam County",1166
Ohio,"Ohio - Perry township, Richland County","Perry township, Richland County",1456
Ohio,"Ohio - Perry township, Shelby County","Perry township, Shelby County",1088
Ohio,"Ohio - Perry township, Stark County","Perry township, Stark County",28353
Ohio,"Ohio - Perry township, Tuscarawas County","Perry township, Tuscarawas County",440
Ohio,"Ohio - Perry township, Wood County","Perry township, Wood County",1605
Ohio,"Ohio - Perrysburg city, Wood County","Perrysburg city, Wood County",20623
Ohio,"Ohio - Perrysburg township, Wood County","Perrysburg township, Wood County",12512
Ohio,"Ohio - Peru township, Huron County","Peru township, Huron County",1105
Ohio,"Ohio - Peru township, Morrow County","Peru township, Morrow County",1513
Ohio,"Ohio - Pickaway township, Pickaway County","Pickaway township, Pickaway County",2041
Ohio,"Ohio - Pierce township, Clermont County","Pierce township, Clermont County",14349
Ohio,"Ohio - Pierpont township, Ashtabula County","Pierpont township, Ashtabula County",1285
Ohio,"Ohio - Pike township, Brown County","Pike township, Brown County",4243
Ohio,"Ohio - Pike township, Clark County","Pike township, Clark County",3730
Ohio,"Ohio - Pike township, Coshocton County","Pike township, Coshocton County",638
Ohio,"Ohio - Pike township, Fulton County","Pike township, Fulton County",1854
Ohio,"Ohio - Pike township, Knox County","Pike township, Knox County",1532
Ohio,"Ohio - Pike township, Madison County","Pike township, Madison County",580
Ohio,"Ohio - Pike township, Perry County","Pike township, Perry County",6923
Ohio,"Ohio - Pike township, Stark County","Pike township, Stark County",3961
Ohio,"Ohio - Pioneer village, Williams County","Pioneer village, Williams County",1380
Ohio,"Ohio - Piqua city, Miami County","Piqua city, Miami County",20522
Ohio,"Ohio - Pitt township, Wyandot County","Pitt township, Wyandot County",1012
Ohio,"Ohio - Pittsfield township, Lorain County","Pittsfield township, Lorain County",1581
Ohio,"Ohio - Plain township, Franklin County","Plain township, Franklin County",9829
Ohio,"Ohio - Plain township, Stark County","Plain township, Stark County",52540
Ohio,"Ohio - Plain township, Wayne County","Plain township, Wayne County",3088
Ohio,"Ohio - Plain township, Wood County","Plain township, Wood County",1663
Ohio,"Ohio - Pleasant township, Brown County","Pleasant township, Brown County",5745
Ohio,"Ohio - Pleasant township, Clark County","Pleasant township, Clark County",3238
Ohio,"Ohio - Pleasant township, Fairfield County","Pleasant township, Fairfield County",6083
Ohio,"Ohio - Pleasant township, Franklin County","Pleasant township, Franklin County",6671
Ohio,"Ohio - Pleasant township, Hancock County","Pleasant township, Hancock County",2471
Ohio,"Ohio - Pleasant township, Hardin County","Pleasant township, Hardin County",8338
Ohio,"Ohio - Pleasant township, Henry County","Pleasant township, Henry County",2026
Ohio,"Ohio - Pleasant township, Knox County","Pleasant township, Knox County",1606
Ohio,"Ohio - Pleasant township, Logan County","Pleasant township, Logan County",1147
Ohio,"Ohio - Pleasant township, Madison County","Pleasant township, Madison County",3043
Ohio,"Ohio - Pleasant township, Marion County","Pleasant township, Marion County",4773
Ohio,"Ohio - Pleasant township, Perry County","Pleasant township, Perry County",846
Ohio,"Ohio - Pleasant township, Putnam County","Pleasant township, Putnam County",3804
Ohio,"Ohio - Pleasant township, Seneca County","Pleasant township, Seneca County",1635
Ohio,"Ohio - Pleasant township, Van Wert County","Pleasant township, Van Wert County",10716
Ohio,"Ohio - Plymouth township, Ashtabula County","Plymouth township, Ashtabula County",1981
Ohio,"Ohio - Plymouth township, Richland County","Plymouth township, Richland County",2083
Ohio,"Ohio - Poland township, Mahoning County","Poland township, Mahoning County",14960
Ohio,"Ohio - Polk township, Crawford County","Polk township, Crawford County",2132
Ohio,"Ohio - Portage township, Hancock County","Portage township, Hancock County",692
Ohio,"Ohio - Portage township, Ottawa County","Portage township, Ottawa County",1291
Ohio,"Ohio - Portage township, Wood County","Portage township, Wood County",1614
Ohio,"Ohio - Port Clinton city, Ottawa County","Port Clinton city, Ottawa County",6056
Ohio,"Ohio - Porter township, Delaware County","Porter township, Delaware County",1923
Ohio,"Ohio - Porter township, Scioto County","Porter township, Scioto County",9918
Ohio,"Ohio - Portsmouth city, Scioto County","Portsmouth city, Scioto County",20226
Ohio,"Ohio - Prairie township, Franklin County","Prairie township, Franklin County",16498
Ohio,"Ohio - Prairie township, Holmes County","Prairie township, Holmes County",3133
Ohio,"Ohio - Prospect township, Marion County","Prospect township, Marion County",2089
Ohio,"Ohio - Providence township, Lucas County","Providence township, Lucas County",3361
Ohio,"Ohio - Pulaski township, Williams County","Pulaski township, Williams County",2357
Ohio,"Ohio - Pultney township, Belmont County","Pultney township, Belmont County",8795
Ohio,"Ohio - Pusheta township, Auglaize County","Pusheta township, Auglaize County",1301
Ohio,"Ohio - Put-in-Bay township, Ottawa County","Put-in-Bay township, Ottawa County",633
Ohio,"Ohio - Raccoon township, Gallia County","Raccoon township, Gallia County",2228
Ohio,"Ohio - Radnor township, Delaware County","Radnor township, Delaware County",1540
Ohio,"Ohio - Randolph township, Portage County","Randolph township, Portage County",5298
Ohio,"Ohio - Range township, Madison County","Range township, Madison County",979
Ohio,"Ohio - Rarden township, Scioto County","Rarden township, Scioto County",1249
Ohio,"Ohio - Ravenna city, Portage County","Ravenna city, Portage County",11724
Ohio,"Ohio - Ravenna township, Portage County","Ravenna township, Portage County",9209
Ohio,"Ohio - Reading city, Hamilton County","Reading city, Hamilton County",10385
Ohio,"Ohio - Reading township, Perry County","Reading township, Perry County",4370
Ohio,"Ohio - Recovery township, Mercer County","Recovery township, Mercer County",1621
Ohio,"Ohio - Reed township, Seneca County","Reed township, Seneca County",848
Ohio,"Ohio - Reily township, Butler County","Reily township, Butler County",2624
Ohio,"Ohio - Reminderville village, Summit County","Reminderville village, Summit County",3404
Ohio,"Ohio - Reynoldsburg City township, Licking County","Reynoldsburg City township, Licking County",764
Ohio,"Ohio - Rice township, Sandusky County","Rice township, Sandusky County",1370
Ohio,"Ohio - Richfield township, Henry County","Richfield township, Henry County",682
Ohio,"Ohio - Richfield township, Lucas County","Richfield township, Lucas County",1598
Ohio,"Ohio - Richfield township, Summit County","Richfield township, Summit County",6165
Ohio,"Ohio - Rich Hill township, Muskingum County","Rich Hill township, Muskingum County",454
Ohio,"Ohio - Richland township, Allen County","Richland township, Allen County",6289
Ohio,"Ohio - Richland township, Belmont County","Richland township, Belmont County",14973
Ohio,"Ohio - Richland township, Clinton County","Richland township, Clinton County",3573
Ohio,"Ohio - Richland township, Darke County","Richland township, Darke County",841
Ohio,"Ohio - Richland township, Defiance County","Richland township, Defiance County",2920
Ohio,"Ohio - Richland township, Fairfield County","Richland township, Fairfield County",2195
Ohio,"Ohio - Richland township, Guernsey County","Richland township, Guernsey County",2082
Ohio,"Ohio - Richland township, Holmes County","Richland township, Holmes County",1284
Ohio,"Ohio - Richland township, Logan County","Richland township, Logan County",2482
Ohio,"Ohio - Richland township, Marion County","Richland township, Marion County",1635
Ohio,"Ohio - Richland township, Vinton County","Richland township, Vinton County",1748
Ohio,"Ohio - Richland township, Wyandot County","Richland township, Wyandot County",871
Ohio,"Ohio - Richmond township, Ashtabula County","Richmond township, Ashtabula County",938
Ohio,"Ohio - Richmond township, Huron County","Richmond township, Huron County",1102
Ohio,"Ohio - Richmond Heights city, Cuyahoga County","Richmond Heights city, Cuyahoga County",10546
Ohio,"Ohio - Ridge township, Van Wert County","Ridge township, Van Wert County",3192
Ohio,"Ohio - Ridge township, Wyandot County","Ridge township, Wyandot County",524
Ohio,"Ohio - Ridgefield township, Huron County","Ridgefield township, Huron County",2329
Ohio,"Ohio - Ridgeville township, Henry County","Ridgeville township, Henry County",1091
Ohio,"Ohio - Riley township, Putnam County","Riley township, Putnam County",2127
Ohio,"Ohio - Riley township, Sandusky County","Riley township, Sandusky County",1226
Ohio,"Ohio - Ripley township, Holmes County","Ripley township, Holmes County",2338
Ohio,"Ohio - Ripley township, Huron County","Ripley township, Huron County",1024
Ohio,"Ohio - Rittman city, Medina County","Rittman city, Medina County",115
Ohio,"Ohio - Riverside city, Montgomery County","Riverside city, Montgomery County",25201
Ohio,"Ohio - Rochester township, Lorain County","Rochester township, Lorain County",799
Ohio,"Ohio - Rocky River city, Cuyahoga County","Rocky River city, Cuyahoga County",20213
Ohio,"Ohio - Rome township, Ashtabula County","Rome township, Ashtabula County",1812
Ohio,"Ohio - Rome township, Athens County","Rome township, Athens County",1320
Ohio,"Ohio - Rome township, Lawrence County","Rome township, Lawrence County",8892
Ohio,"Ohio - Rootstown township, Portage County","Rootstown township, Portage County",8225
Ohio,"Ohio - Rose township, Carroll County","Rose township, Carroll County",1537
Ohio,"Ohio - Ross township, Butler County","Ross township, Butler County",8355
Ohio,"Ohio - Ross township, Greene County","Ross township, Greene County",750
Ohio,"Ohio - Ross township, Jefferson County","Ross township, Jefferson County",721
Ohio,"Ohio - Rossford city, Wood County","Rossford city, Wood County",6293
Ohio,"Ohio - Roundhead township, Hardin County","Roundhead township, Hardin County",720
Ohio,"Ohio - Royalton township, Fulton County","Royalton township, Fulton County",1515
Ohio,"Ohio - Ruggles township, Ashland County","Ruggles township, Ashland County",905
Ohio,"Ohio - Rumley township, Harrison County","Rumley township, Harrison County",1471
Ohio,"Ohio - Rush township, Champaign County","Rush township, Champaign County",2613
Ohio,"Ohio - Rush township, Scioto County","Rush township, Scioto County",3171
Ohio,"Ohio - Rush township, Tuscarawas County","Rush township, Tuscarawas County",880
Ohio,"Ohio - Rush Creek township, Fairfield County","Rush Creek township, Fairfield County",3893
Ohio,"Ohio - Rushcreek township, Logan County","Rushcreek township, Logan County",2221
Ohio,"Ohio - Russell township, Geauga County","Russell township, Geauga County",5190(r47674)
Ohio,"Ohio - Rutland township, Meigs County","Rutland township, Meigs County",2353
Ohio,"Ohio - Sagamore Hills township, Summit County","Sagamore Hills township, Summit County",10947
Ohio,"Ohio - St. Albans township, Licking County","St. Albans township, Licking County",2446
Ohio,"Ohio - St. Bernard city, Hamilton County","St. Bernard city, Hamilton County",4368
Ohio,"Ohio - St. Clair township, Butler County","St. Clair township, Butler County",6908
Ohio,"Ohio - St. Clair township, Columbiana County","St. Clair township, Columbiana County",7957
Ohio,"Ohio - St. Joseph township, Williams County","St. Joseph township, Williams County",2827
Ohio,"Ohio - St. Marys township, Auglaize County","St. Marys township, Auglaize County",11015
Ohio,"Ohio - Salem township, Auglaize County","Salem township, Auglaize County",498
Ohio,"Ohio - Salem township, Champaign County","Salem township, Champaign County",2539
Ohio,"Ohio - Salem township, Columbiana County","Salem township, Columbiana County",5484
Ohio,"Ohio - Salem township, Highland County","Salem township, Highland County",780
Ohio,"Ohio - Salem township, Jefferson County","Salem township, Jefferson County",3148
Ohio,"Ohio - Salem township, Meigs County","Salem township, Meigs County",1051
Ohio,"Ohio - Salem township, Monroe County","Salem township, Monroe County",1001
Ohio,"Ohio - Salem township, Muskingum County","Salem township, Muskingum County",862
Ohio,"Ohio - Salem township, Ottawa County","Salem township, Ottawa County",5371
Ohio,"Ohio - Salem township, Shelby County","Salem township, Shelby County",2224
Ohio,"Ohio - Salem township, Tuscarawas County","Salem township, Tuscarawas County",1703
Ohio,"Ohio - Salem township, Warren County","Salem township, Warren County",4389
Ohio,"Ohio - Salem township, Washington County","Salem township, Washington County",1137
Ohio,"Ohio - Salem township, Wyandot County","Salem township, Wyandot County",1001
Ohio,"Ohio - Saline township, Jefferson County","Saline township, Jefferson County",1353
Ohio,"Ohio - Salisbury township, Meigs County","Salisbury township, Meigs County",6356
Ohio,"Ohio - Salt Creek township, Hocking County","Salt Creek township, Hocking County",1210
Ohio,"Ohio - Salt Creek township, Holmes County","Salt Creek township, Holmes County",4252
Ohio,"Ohio - Salt Creek township, Muskingum County","Salt Creek township, Muskingum County",1112
Ohio,"Ohio - Saltcreek township, Pickaway County","Saltcreek township, Pickaway County",2925
Ohio,"Ohio - Salt Creek township, Wayne County","Salt Creek township, Wayne County",4309
Ohio,"Ohio - Salt Lick township, Perry County","Salt Lick township, Perry County",1262
Ohio,"Ohio - Salt Rock township, Marion County","Salt Rock township, Marion County",673
Ohio,"Ohio - Sandusky township, Crawford County","Sandusky township, Crawford County",459
Ohio,"Ohio - Sandusky city, Erie County","Sandusky city, Erie County",25793
Ohio,"Ohio - Sandusky township, Richland County","Sandusky township, Richland County",993
Ohio,"Ohio - Sandusky township, Sandusky County","Sandusky township, Sandusky County",3619
Ohio,"Ohio - Sandy township, Stark County","Sandy township, Stark County",3675
Ohio,"Ohio - Sandy township, Tuscarawas County","Sandy township, Tuscarawas County",2979
Ohio,"Ohio - Saybrook township, Ashtabula County","Saybrook township, Ashtabula County",9853
Ohio,"Ohio - Scioto township, Delaware County","Scioto township, Delaware County",2993
Ohio,"Ohio - Scioto township, Jackson County","Scioto township, Jackson County",1921
Ohio,"Ohio - Scioto township, Pickaway County","Scioto township, Pickaway County",9933
Ohio,"Ohio - Scioto township, Pike County","Scioto township, Pike County",1267
Ohio,"Ohio - Scioto township, Ross County","Scioto township, Ross County",27721
Ohio,"Ohio - Scipio township, Meigs County","Scipio township, Meigs County",1318
Ohio,"Ohio - Scipio township, Seneca County","Scipio township, Seneca County",1729
Ohio,"Ohio - Scott township, Adams County","Scott township, Adams County",2180
Ohio,"Ohio - Scott township, Brown County","Scott township, Brown County",1294
Ohio,"Ohio - Scott township, Marion County","Scott township, Marion County",498
Ohio,"Ohio - Scott township, Sandusky County","Scott township, Sandusky County",1437
Ohio,"Ohio - Seal township, Pike County","Seal township, Pike County",3396
Ohio,"Ohio - Sebring village, Mahoning County","Sebring village, Mahoning County",4420
Ohio,"Ohio - Seneca township, Monroe County","Seneca township, Monroe County",486
Ohio,"Ohio - Seneca township, Noble County","Seneca township, Noble County",479
Ohio,"Ohio - Seneca township, Seneca County","Seneca township, Seneca County",1622
Ohio,"Ohio - Seven Hills city, Cuyahoga County","Seven Hills city, Cuyahoga County",11804
Ohio,"Ohio - Seville Village township, Medina County","Seville Village township, Medina County",2296
Ohio,"Ohio - Shaker Heights city, Cuyahoga County","Shaker Heights city, Cuyahoga County",28448
Ohio,"Ohio - Shalersville township, Portage County","Shalersville township, Portage County",5670
Ohio,"Ohio - Sharon township, Franklin County","Sharon township, Franklin County",15969
Ohio,"Ohio - Sharon township, Medina County","Sharon township, Medina County",5111
Ohio,"Ohio - Sharon township, Noble County","Sharon township, Noble County",342
Ohio,"Ohio - Sharon township, Richland County","Sharon township, Richland County",9125
Ohio,"Ohio - Sharonville city, Hamilton County","Sharonville city, Hamilton County",11197
Ohio,"Ohio - Shawnee township, Allen County","Shawnee township, Allen County",12433
Ohio,"Ohio - Shawnee Hills village, Delaware County","Shawnee Hills village, Delaware County",681
Ohio,"Ohio - Sheffield township, Ashtabula County","Sheffield township, Ashtabula County",1639
Ohio,"Ohio - Sheffield village, Lorain County","Sheffield village, Lorain County",3982
Ohio,"Ohio - Sheffield township, Lorain County","Sheffield township, Lorain County",3720
Ohio,"Ohio - Sheffield Lake city, Lorain County","Sheffield Lake city, Lorain County",9137
Ohio,"Ohio - Sherman township, Huron County","Sherman township, Huron County",510
Ohio,"Ohio - Short Creek township, Harrison County","Short Creek township, Harrison County",1090
