Geography,Geographic area,Geographic area,Total population
Ohio,"Ohio - Silvercreek township, Greene County","Silvercreek township, Greene County",3738
Ohio,"Ohio - Silver Lake village, Summit County","Silver Lake village, Summit County",2519
Ohio,"Ohio - Silverton city, Hamilton County","Silverton city, Hamilton County",4788
Ohio,"Ohio - Smith township, Belmont County","Smith township, Belmont County",1543
Ohio,"Ohio - Smith township, Mahoning County","Smith township, Mahoning County",4510
Ohio,"Ohio - Smithfield township, Jefferson County","Smithfield township, Jefferson County",3473
Ohio,"Ohio - Solon city, Cuyahoga County","Solon city, Cuyahoga County",23348
Ohio,"Ohio - Somerford township, Madison County","Somerford township, Madison County",2898
Ohio,"Ohio - Somers township, Preble County","Somers township, Preble County",3992
Ohio,"Ohio - Somerset township, Belmont County","Somerset township, Belmont County",1245
Ohio,"Ohio - South Bloomfield township, Morrow County","South Bloomfield township, Morrow County",1752
Ohio,"Ohio - South Euclid city, Cuyahoga County","South Euclid city, Cuyahoga County",22295
Ohio,"Ohio - Southington township, Trumbull County","Southington township, Trumbull County",3717
Ohio,"Ohio - South Russell village, Geauga County","South Russell village, Geauga County",3810(r47688)
Ohio,"Ohio - Spencer township, Allen County","Spencer township, Allen County",3067
Ohio,"Ohio - Spencer township, Guernsey County","Spencer township, Guernsey County",1071
Ohio,"Ohio - Spencer township, Lucas County","Spencer township, Lucas County",1882
Ohio,"Ohio - Spencer village, Medina County","Spencer village, Medina County",753
Ohio,"Ohio - Spencer township, Medina County","Spencer township, Medina County",1942
Ohio,"Ohio - Sprigg township, Adams County","Sprigg township, Adams County",1867
Ohio,"Ohio - Springcreek township, Miami County","Springcreek township, Miami County",1948
Ohio,"Ohio - Springdale city, Hamilton County","Springdale city, Hamilton County",11223
Ohio,"Ohio - Springfield city, Clark County","Springfield city, Clark County",60608
Ohio,"Ohio - Springfield township, Clark County","Springfield township, Clark County",12237
Ohio,"Ohio - Springfield township, Gallia County","Springfield township, Gallia County",3664
Ohio,"Ohio - Springfield township, Hamilton County","Springfield township, Hamilton County",36319
Ohio,"Ohio - Springfield township, Jefferson County","Springfield township, Jefferson County",2367
Ohio,"Ohio - Springfield township, Lucas County","Springfield township, Lucas County",26193
Ohio,"Ohio - Springfield township, Mahoning County","Springfield township, Mahoning County",6703
Ohio,"Ohio - Springfield township, Muskingum County","Springfield township, Muskingum County",5602
Ohio,"Ohio - Springfield township, Richland County","Springfield township, Richland County",10685
Ohio,"Ohio - Springfield township, Ross County","Springfield township, Ross County",2657
Ohio,"Ohio - Springfield township, Summit County","Springfield township, Summit County",14644
Ohio,"Ohio - Springfield township, Williams County","Springfield township, Williams County",3147
Ohio,"Ohio - Spring Valley township, Greene County","Spring Valley township, Greene County",2581
Ohio,"Ohio - Starr township, Hocking County","Starr township, Hocking County",1560
Ohio,"Ohio - Staunton township, Miami County","Staunton township, Miami County",2090
Ohio,"Ohio - Sterling township, Brown County","Sterling township, Brown County",4427
Ohio,"Ohio - Steubenville city, Jefferson County","Steubenville city, Jefferson County",18659
Ohio,"Ohio - Steubenville township, Jefferson County","Steubenville township, Jefferson County",4319
Ohio,"Ohio - Stock township, Harrison County","Stock township, Harrison County",478
Ohio,"Ohio - Stock township, Noble County","Stock township, Noble County",325
Ohio,"Ohio - Stokes township, Logan County","Stokes township, Logan County",4613
Ohio,"Ohio - Stokes township, Madison County","Stokes township, Madison County",679
Ohio,"Ohio - Stonelick township, Clermont County","Stonelick township, Clermont County",5890
Ohio,"Ohio - Stow city, Summit County","Stow city, Summit County",34837
Ohio,"Ohio - Streetsboro city, Portage County","Streetsboro city, Portage County",16028
Ohio,"Ohio - Strongsville city, Cuyahoga County","Strongsville city, Cuyahoga County",44750
Ohio,"Ohio - Struthers city, Mahoning County","Struthers city, Mahoning County",10713
Ohio,"Ohio - Suffield township, Portage County","Suffield township, Portage County",6311
Ohio,"Ohio - Sugar Bush Knolls village, Portage County","Sugar Bush Knolls village, Portage County",177
Ohio,"Ohio - Sugar Creek township, Allen County","Sugar Creek township, Allen County",1283
Ohio,"Ohio - Sugarcreek township, Greene County","Sugarcreek township, Greene County",8041
Ohio,"Ohio - Sugar Creek township, Putnam County","Sugar Creek township, Putnam County",1200
Ohio,"Ohio - Sugar Creek township, Stark County","Sugar Creek township, Stark County",6546
Ohio,"Ohio - Sugar Creek township, Tuscarawas County","Sugar Creek township, Tuscarawas County",4194
Ohio,"Ohio - Sugar Creek township, Wayne County","Sugar Creek township, Wayne County",6651
Ohio,"Ohio - Sullivan township, Ashland County","Sullivan township, Ashland County",2513
Ohio,"Ohio - Summit township, Monroe County","Summit township, Monroe County",647
Ohio,"Ohio - Sunbury Village township, Delaware County","Sunbury Village township, Delaware County",4385
Ohio,"Ohio - Sunfish township, Pike County","Sunfish township, Pike County",1307
Ohio,"Ohio - Sunsbury township, Monroe County","Sunsbury township, Monroe County",1325
Ohio,"Ohio - Superior township, Williams County","Superior township, Williams County",1393
Ohio,"Ohio - Sutton township, Meigs County","Sutton township, Meigs County",3140
Ohio,"Ohio - Swan township, Vinton County","Swan township, Vinton County",916
Ohio,"Ohio - Swan Creek township, Fulton County","Swan Creek township, Fulton County",8566
Ohio,"Ohio - Swanton township, Lucas County","Swanton township, Lucas County",3012
Ohio,"Ohio - Switzerland township, Monroe County","Switzerland township, Monroe County",462
Ohio,"Ohio - Sycamore township, Hamilton County","Sycamore township, Hamilton County",19200
Ohio,"Ohio - Sycamore township, Wyandot County","Sycamore township, Wyandot County",1600
Ohio,"Ohio - Sylvania township, Lucas County","Sylvania township, Lucas County",48487
Ohio,"Ohio - Symmes township, Hamilton County","Symmes township, Hamilton County",14683
Ohio,"Ohio - Symmes township, Lawrence County","Symmes township, Lawrence County",464
Ohio,"Ohio - Tallmadge city, Portage County","Tallmadge city, Portage County",280
Ohio,"Ohio - Tallmadge city, Summit County","Tallmadge city, Summit County",17257
Ohio,"Ohio - Tate township, Clermont County","Tate township, Clermont County",9357
Ohio,"Ohio - Taylor township, Union County","Taylor township, Union County",1560
Ohio,"Ohio - Taylor Creek township, Hardin County","Taylor Creek township, Hardin County",521
Ohio,"Ohio - Terrace Park village, Hamilton County","Terrace Park village, Hamilton County",2251
Ohio,"Ohio - Texas township, Crawford County","Texas township, Crawford County",384
Ohio,"Ohio - The Village of Indian Hill city, Hamilton County","The Village of Indian Hill city, Hamilton County",5785
Ohio,"Ohio - Thompson township, Delaware County","Thompson township, Delaware County",684
Ohio,"Ohio - Thompson township, Geauga County","Thompson township, Geauga County",2269
Ohio,"Ohio - Thompson township, Seneca County","Thompson township, Seneca County",1443
Ohio,"Ohio - Thorn township, Perry County","Thorn township, Perry County",4253
Ohio,"Ohio - Tiffin township, Adams County","Tiffin township, Adams County",5560
Ohio,"Ohio - Tiffin township, Defiance County","Tiffin township, Defiance County",1612
Ohio,"Ohio - Tiffin city, Seneca County","Tiffin city, Seneca County",17963
Ohio,"Ohio - Timberlake village, Lake County","Timberlake village, Lake County",675
Ohio,"Ohio - Tiverton township, Coshocton County","Tiverton township, Coshocton County",449
Ohio,"Ohio - Tod township, Crawford County","Tod township, Crawford County",677
Ohio,"Ohio - Toledo city, Lucas County","Toledo city, Lucas County",287208
Ohio,"Ohio - Townsend township, Huron County","Townsend township, Huron County",1623
Ohio,"Ohio - Townsend township, Sandusky County","Townsend township, Sandusky County",1620
Ohio,"Ohio - Trenton city, Butler County","Trenton city, Butler County",11869
Ohio,"Ohio - Trenton township, Delaware County","Trenton township, Delaware County",2190
Ohio,"Ohio - Trimble township, Athens County","Trimble township, Athens County",4480
Ohio,"Ohio - Trotwood city, Montgomery County","Trotwood city, Montgomery County",24431
Ohio,"Ohio - Troy township, Ashland County","Troy township, Ashland County",1132
Ohio,"Ohio - Troy township, Athens County","Troy township, Athens County",2617
Ohio,"Ohio - Troy township, Delaware County","Troy township, Delaware County",2115
Ohio,"Ohio - Troy township, Geauga County","Troy township, Geauga County",2801
Ohio,"Ohio - Troy township, Morrow County","Troy township, Morrow County",1129
Ohio,"Ohio - Troy township, Richland County","Troy township, Richland County",7000
Ohio,"Ohio - Troy township, Wood County","Troy township, Wood County",3870
Ohio,"Ohio - Trumbull township, Ashtabula County","Trumbull township, Ashtabula County",1408
Ohio,"Ohio - Truro township, Franklin County","Truro township, Franklin County",26837
Ohio,"Ohio - Tully township, Marion County","Tully township, Marion County",854
Ohio,"Ohio - Tully township, Van Wert County","Tully township, Van Wert County",2054
Ohio,"Ohio - Turtle Creek township, Shelby County","Turtle Creek township, Shelby County",1561
Ohio,"Ohio - Turtlecreek township, Warren County","Turtlecreek township, Warren County",15143
Ohio,"Ohio - Tuscarawas township, Coshocton County","Tuscarawas township, Coshocton County",1864
Ohio,"Ohio - Tuscarawas township, Stark County","Tuscarawas township, Stark County",5980
Ohio,"Ohio - Twin township, Darke County","Twin township, Darke County",4060
Ohio,"Ohio - Twin township, Preble County","Twin township, Preble County",2790
Ohio,"Ohio - Twin township, Ross County","Twin township, Ross County",3384
Ohio,"Ohio - Twinsburg city, Summit County","Twinsburg city, Summit County",18795
Ohio,"Ohio - Twinsburg township, Summit County","Twinsburg township, Summit County",2828
Ohio,"Ohio - Tymochtee township, Wyandot County","Tymochtee township, Wyandot County",1124
Ohio,"Ohio - Union township, Auglaize County","Union township, Auglaize County",1902
Ohio,"Ohio - Union township, Belmont County","Union township, Belmont County",2295
Ohio,"Ohio - Union township, Brown County","Union township, Brown County",3064
Ohio,"Ohio - Union township, Carroll County","Union township, Carroll County",977
Ohio,"Ohio - Union township, Champaign County","Union township, Champaign County",2210
Ohio,"Ohio - Union township, Clermont County","Union township, Clermont County",46416
Ohio,"Ohio - Union township, Clinton County","Union township, Clinton County",3085
Ohio,"Ohio - Union township, Fayette County","Union township, Fayette County",3733
Ohio,"Ohio - Union township, Hancock County","Union township, Hancock County",1783
Ohio,"Ohio - Union township, Highland County","Union township, Highland County",2065
Ohio,"Ohio - Union township, Knox County","Union township, Knox County",2646
Ohio,"Ohio - Union township, Lawrence County","Union township, Lawrence County",9086
Ohio,"Ohio - Union township, Licking County","Union township, Licking County",8783
Ohio,"Ohio - Union township, Logan County","Union township, Logan County",819
Ohio,"Ohio - Union township, Madison County","Union township, Madison County",6246
Ohio,"Ohio - Union township, Mercer County","Union township, Mercer County",1415
Ohio,"Ohio - Union township, Miami County","Union township, Miami County",9871
Ohio,"Ohio - Union city, Miami County","Union city, Miami County",24
Ohio,"Ohio - Union township, Morgan County","Union township, Morgan County",614
Ohio,"Ohio - Union township, Muskingum County","Union township, Muskingum County",4395
Ohio,"Ohio - Union township, Pike County","Union township, Pike County",1318
Ohio,"Ohio - Union township, Putnam County","Union township, Putnam County",3052
Ohio,"Ohio - Union township, Ross County","Union township, Ross County",13345
Ohio,"Ohio - Union township, Scioto County","Union township, Scioto County",2241
Ohio,"Ohio - Union township, Tuscarawas County","Union township, Tuscarawas County",1502
Ohio,"Ohio - Union township, Union County","Union township, Union County",1763
Ohio,"Ohio - Union township, Van Wert County","Union township, Van Wert County",942
Ohio,"Ohio - Union township, Warren County","Union township, Warren County",4696
Ohio,"Ohio - Union City township, Montgomery County","Union City township, Montgomery County",6369
Ohio,"Ohio - Unity township, Columbiana County","Unity township, Columbiana County",9957
Ohio,"Ohio - University Heights city, Cuyahoga County","University Heights city, Cuyahoga County",13539
